,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,First Name,Middle Name,Last Name,Title
432,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,42.0,1,0,SC/AH 3085,26.0,S,Charles,Alexander,Louch, Mrs
433,434,0,3,"Kallio, Mr. Nikolai Erland",0,17.0,0,0,STON/O 2. 3101274,7.125,S,Nikolai,Erland,Kallio, Mr
434,435,0,1,"Silvey, Mr. William Baird",0,50.0,1,0,13507,55.9,S,William,Baird,Silvey, Mr
435,436,1,1,"Carter, Miss. Lucile Polk",1,14.0,1,2,113760,120.0,S,Lucile,Polk,Carter, Miss
436,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,21.0,2,2,W./C. 6608,34.375,S,Doolina,Margaret,Ford, Miss
437,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,24.0,2,3,29106,18.75,S,Sidney,(Emily,Richards, Mrs
438,439,0,1,"Fortune, Mr. Mark",0,64.0,1,4,19950,263.0,S,Mark,,Fortune, Mr
439,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,31.0,0,0,C.A. 18723,10.5,S,Johan,Henrik,Kvillner, Mr
440,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,45.0,1,1,F.C.C. 13529,26.25,S,Benjamin,(Esther,Hart, Mrs
441,442,0,3,"Hampe, Mr. Leon",0,20.0,0,0,345769,9.5,S,Leon,,Hampe, Mr
442,443,0,3,"Petterson, Mr. Johan Emil",0,25.0,1,0,347076,7.775,S,Johan,Emil,Petterson, Mr
443,444,1,2,"Reynaldo, Ms. Encarnacion",1,28.0,0,0,230434,13.0,S,Encarnacion,,Reynaldo, Ms
444,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,,0,0,65306,8.1125,S,Bernt,,Johannesen-Bratthammer, Mr
445,446,1,1,"Dodge, Master. Washington",0,4.0,0,2,33638,81.8583,S,Washington,,Dodge, Master
446,447,1,2,"Mellinger, Miss. Madeleine Violet",1,13.0,0,1,250644,19.5,S,Madeleine,Violet,Mellinger, Miss
447,448,1,1,"Seward, Mr. Frederic Kimber",0,34.0,0,0,113794,26.55,S,Frederic,Kimber,Seward, Mr
448,449,1,3,"Baclini, Miss. Marie Catherine",1,5.0,2,1,2666,19.2583,C,Marie,Catherine,Baclini, Miss
449,450,1,1,"Peuchen, Major. Arthur Godfrey",0,52.0,0,0,113786,30.5,S,Arthur,Godfrey,Peuchen, Major
450,451,0,2,"West, Mr. Edwy Arthur",0,36.0,1,2,C.A. 34651,27.75,S,Edwy,Arthur,West, Mr
451,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,,1,0,65303,19.9667,S,Ingvald,Olai,Hagland, Mr
452,453,0,1,"Foreman, Mr. Benjamin Laventall",0,30.0,0,0,113051,27.75,C,Benjamin,Laventall,Foreman, Mr
453,454,1,1,"Goldenberg, Mr. Samuel L",0,49.0,1,0,17453,89.1042,C,Samuel,L,Goldenberg, Mr
454,455,0,3,"Peduzzi, Mr. Joseph",0,,0,0,A/5 2817,8.05,S,Joseph,,Peduzzi, Mr
455,456,1,3,"Jalsevac, Mr. Ivan",0,29.0,0,0,349240,7.8958,C,Ivan,,Jalsevac, Mr
456,457,0,1,"Millet, Mr. Francis Davis",0,65.0,0,0,13509,26.55,S,Francis,Davis,Millet, Mr
457,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,,1,0,17464,51.8625,S,Frederick,R,Kenyon, Mrs
458,459,1,2,"Toomey, Miss. Ellen",1,50.0,0,0,F.C.C. 13531,10.5,S,Ellen,,Toomey, Miss
459,460,0,3,"O'Connor, Mr. Maurice",0,,0,0,371060,7.75,Q,Maurice,,O'Connor, Mr
460,461,1,1,"Anderson, Mr. Harry",0,48.0,0,0,19952,26.55,S,Harry,,Anderson, Mr
461,462,0,3,"Morley, Mr. William",0,34.0,0,0,364506,8.05,S,William,,Morley, Mr
462,463,0,1,"Gee, Mr. Arthur H",0,47.0,0,0,111320,38.5,S,Arthur,H,Gee, Mr
463,464,0,2,"Milling, Mr. Jacob Christian",0,48.0,0,0,234360,13.0,S,Jacob,Christian,Milling, Mr
464,465,0,3,"Maisner, Mr. Simon",0,,0,0,A/S 2816,8.05,S,Simon,,Maisner, Mr
465,466,0,3,"Goncalves, Mr. Manuel Estanslas",0,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,Manuel,Estanslas,Goncalves, Mr
466,467,0,2,"Campbell, Mr. William",0,,0,0,239853,0.0,S,William,,Campbell, Mr
467,468,0,1,"Smart, Mr. John Montgomery",0,56.0,0,0,113792,26.55,S,John,Montgomery,Smart, Mr
468,469,0,3,"Scanlan, Mr. James",0,,0,0,36209,7.725,Q,James,,Scanlan, Mr
469,470,1,3,"Baclini, Miss. Helene Barbara",1,0.75,2,1,2666,19.2583,C,Helene,Barbara,Baclini, Miss
470,471,0,3,"Keefe, Mr. Arthur",0,,0,0,323592,7.25,S,Arthur,,Keefe, Mr
471,472,0,3,"Cacic, Mr. Luka",0,38.0,0,0,315089,8.6625,S,Luka,,Cacic, Mr
472,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,33.0,1,2,C.A. 34651,27.75,S,Edwy,Arthur,West, Mrs
473,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,23.0,0,0,SC/AH Basle 541,13.7917,C,Amin,S,Jerwan, Mrs
474,475,0,3,"Strandberg, Miss. Ida Sofia",1,22.0,0,0,7553,9.8375,S,Ida,Sofia,Strandberg, Miss
475,476,0,1,"Clifford, Mr. George Quincy",0,,0,0,110465,52.0,S,George,Quincy,Clifford, Mr
476,477,0,2,"Renouf, Mr. Peter Henry",0,34.0,1,0,31027,21.0,S,Peter,Henry,Renouf, Mr
477,478,0,3,"Braund, Mr. Lewis Richard",0,29.0,1,0,3460,7.0458,S,Lewis,Richard,Braund, Mr
478,479,0,3,"Karlsson, Mr. Nils August",0,22.0,0,0,350060,7.5208,S,Nils,August,Karlsson, Mr
479,480,1,3,"Hirvonen, Miss. Hildur E",1,2.0,0,1,3101298,12.2875,S,Hildur,E,Hirvonen, Miss
480,481,0,3,"Goodwin, Master. Harold Victor",0,9.0,5,2,CA 2144,46.9,S,Harold,Victor,Goodwin, Master
481,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,,0,0,239854,0.0,S,Anthony,Wood,Frost, Mr
482,483,0,3,"Rouse, Mr. Richard Henry",0,50.0,0,0,A/5 3594,8.05,S,Richard,Henry,Rouse, Mr
483,484,1,3,"Turkula, Mrs. (Hedwig)",1,63.0,0,0,4134,9.5875,S,(Hedwig),,Turkula, Mrs
484,485,1,1,"Bishop, Mr. Dickinson H",0,25.0,1,0,11967,91.0792,C,Dickinson,H,Bishop, Mr
485,486,0,3,"Lefebre, Miss. Jeannie",1,,3,1,4133,25.4667,S,Jeannie,,Lefebre, Miss
486,487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,35.0,1,0,19943,90.0,S,Frederick,Maxfield,Hoyt, Mrs
487,488,0,1,"Kent, Mr. Edward Austin",0,58.0,0,0,11771,29.7,C,Edward,Austin,Kent, Mr
488,489,0,3,"Somerton, Mr. Francis William",0,30.0,0,0,A.5. 18509,8.05,S,Francis,William,Somerton, Mr
489,490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,9.0,1,1,C.A. 37671,15.9,S,Eden,Leslie,Coutts, Master
490,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,,1,0,65304,19.9667,S,Konrad,Mathias,Hagland, Mr
491,492,0,3,"Windelov, Mr. Einar",0,21.0,0,0,SOTON/OQ 3101317,7.25,S,Einar,,Windelov, Mr
492,493,0,1,"Molson, Mr. Harry Markland",0,55.0,0,0,113787,30.5,S,Harry,Markland,Molson, Mr
493,494,0,1,"Artagaveytia, Mr. Ramon",0,71.0,0,0,PC 17609,49.5042,C,Ramon,,Artagaveytia, Mr
494,495,0,3,"Stanley, Mr. Edward Roland",0,21.0,0,0,A/4 45380,8.05,S,Edward,Roland,Stanley, Mr
495,496,0,3,"Yousseff, Mr. Gerious",0,,0,0,2627,14.4583,C,Gerious,,Yousseff, Mr
496,497,1,1,"Eustis, Miss. Elizabeth Mussey",1,54.0,1,0,36947,78.2667,C,Elizabeth,Mussey,Eustis, Miss
497,498,0,3,"Shellard, Mr. Frederick William",0,,0,0,C.A. 6212,15.1,S,Frederick,William,Shellard, Mr
498,499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,25.0,1,2,113781,151.55,S,Hudson,J,Allison, Mrs
499,500,0,3,"Svensson, Mr. Olof",0,24.0,0,0,350035,7.7958,S,Olof,,Svensson, Mr
500,501,0,3,"Calic, Mr. Petar",0,17.0,0,0,315086,8.6625,S,Petar,,Calic, Mr
501,502,0,3,"Canavan, Miss. Mary",1,21.0,0,0,364846,7.75,Q,Mary,,Canavan, Miss
502,503,0,3,"O'Sullivan, Miss. Bridget Mary",1,,0,0,330909,7.6292,Q,Bridget,Mary,O'Sullivan, Miss
503,504,0,3,"Laitinen, Miss. Kristina Sofia",1,37.0,0,0,4135,9.5875,S,Kristina,Sofia,Laitinen, Miss
504,505,1,1,"Maioni, Miss. Roberta",1,16.0,0,0,110152,86.5,S,Roberta,,Maioni, Miss
505,506,0,1,"Penasco y Castellana, Mr. Victor de Satode",0,18.0,1,0,PC 17758,108.9,C,Victor,de,Penasco y Castellana, Mr
506,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,33.0,0,2,26360,26.0,S,Frederick,Charles,Quick, Mrs
507,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,,0,0,111427,26.55,S,George,"(""George",Bradley, Mr
508,509,0,3,"Olsen, Mr. Henry Margido",0,28.0,0,0,C 4001,22.525,S,Henry,Margido,Olsen, Mr
509,510,1,3,"Lang, Mr. Fang",0,26.0,0,0,1601,56.4958,S,Fang,,Lang, Mr
510,511,1,3,"Daly, Mr. Eugene Patrick",0,29.0,0,0,382651,7.75,Q,Eugene,Patrick,Daly, Mr
511,512,0,3,"Webber, Mr. James",0,,0,0,SOTON/OQ 3101316,8.05,S,James,,Webber, Mr
512,513,1,1,"McGough, Mr. James Robert",0,36.0,0,0,PC 17473,26.2875,S,James,Robert,McGough, Mr
513,514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,54.0,1,0,PC 17603,59.4,C,Martin,(Elizabeth,Rothschild, Mrs
514,515,0,3,"Coleff, Mr. Satio",0,24.0,0,0,349209,7.4958,S,Satio,,Coleff, Mr
515,516,0,1,"Walker, Mr. William Anderson",0,47.0,0,0,36967,34.0208,S,William,Anderson,Walker, Mr
516,517,1,2,"Lemore, Mrs. (Amelia Milley)",1,34.0,0,0,C.A. 34260,10.5,S,(Amelia,Milley),Lemore, Mrs
517,518,0,3,"Ryan, Mr. Patrick",0,,0,0,371110,24.15,Q,Patrick,,Ryan, Mr
518,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,36.0,1,0,226875,26.0,S,William,A,Angle, Mrs
519,520,0,3,"Pavlovic, Mr. Stefo",0,32.0,0,0,349242,7.8958,S,Stefo,,Pavlovic, Mr
520,521,1,1,"Perreault, Miss. Anne",1,30.0,0,0,12749,93.5,S,Anne,,Perreault, Miss
521,522,0,3,"Vovk, Mr. Janko",0,22.0,0,0,349252,7.8958,S,Janko,,Vovk, Mr
522,523,0,3,"Lahoud, Mr. Sarkis",0,,0,0,2624,7.225,C,Sarkis,,Lahoud, Mr
523,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,44.0,0,1,111361,57.9792,C,Louis,Albert,Hippach, Mrs
524,525,0,3,"Kassem, Mr. Fared",0,,0,0,2700,7.2292,C,Fared,,Kassem, Mr
525,526,0,3,"Farrell, Mr. James",0,40.5,0,0,367232,7.75,Q,James,,Farrell, Mr
526,527,1,2,"Ridsdale, Miss. Lucy",1,50.0,0,0,W./C. 14258,10.5,S,Lucy,,Ridsdale, Miss
527,528,0,1,"Farthing, Mr. John",0,,0,0,PC 17483,221.7792,S,John,,Farthing, Mr
528,529,0,3,"Salonen, Mr. Johan Werner",0,39.0,0,0,3101296,7.925,S,Johan,Werner,Salonen, Mr
529,530,0,2,"Hocking, Mr. Richard George",0,23.0,2,1,29104,11.5,S,Richard,George,Hocking, Mr
530,531,1,2,"Quick, Miss. Phyllis May",1,2.0,1,1,26360,26.0,S,Phyllis,May,Quick, Miss
531,532,0,3,"Toufik, Mr. Nakli",0,,0,0,2641,7.2292,C,Nakli,,Toufik, Mr
532,533,0,3,"Elias, Mr. Joseph Jr",0,17.0,1,1,2690,7.2292,C,Joseph,Jr,Elias, Mr
533,534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,,0,2,2668,22.3583,C,Catherine,(Catherine,Peter, Mrs
534,535,0,3,"Cacic, Miss. Marija",1,30.0,0,0,315084,8.6625,S,Marija,,Cacic, Miss
535,536,1,2,"Hart, Miss. Eva Miriam",1,7.0,0,2,F.C.C. 13529,26.25,S,Eva,Miriam,Hart, Miss
536,537,0,1,"Butt, Major. Archibald Willingham",0,45.0,0,0,113050,26.55,S,Archibald,Willingham,Butt, Major
537,538,1,1,"LeRoy, Miss. Bertha",1,30.0,0,0,PC 17761,106.425,C,Bertha,,LeRoy, Miss
538,539,0,3,"Risien, Mr. Samuel Beard",0,,0,0,364498,14.5,S,Samuel,Beard,Risien, Mr
539,540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,22.0,0,2,13568,49.5,C,Hedwig,Margaritha,Frolicher, Miss
540,541,1,1,"Crosby, Miss. Harriet R",1,36.0,0,2,WE/P 5735,71.0,S,Harriet,R,Crosby, Miss
541,542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,9.0,4,2,347082,31.275,S,Ingeborg,Constanzia,Andersson, Miss
542,543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,11.0,4,2,347082,31.275,S,Sigrid,Elisabeth,Andersson, Miss
543,544,1,2,"Beane, Mr. Edward",0,32.0,1,0,2908,26.0,S,Edward,,Beane, Mr
544,545,0,1,"Douglas, Mr. Walter Donald",0,50.0,1,0,PC 17761,106.425,C,Walter,Donald,Douglas, Mr
545,546,0,1,"Nicholson, Mr. Arthur Ernest",0,64.0,0,0,693,26.0,S,Arthur,Ernest,Nicholson, Mr
546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,19.0,1,0,2908,26.0,S,Edward,(Ethel,Beane, Mrs
547,548,1,2,"Padro y Manent, Mr. Julian",0,,0,0,SC/PARIS 2146,13.8625,C,Julian,,Padro y Manent, Mr
548,549,0,3,"Goldsmith, Mr. Frank John",0,33.0,1,1,363291,20.525,S,Frank,John,Goldsmith, Mr
549,550,1,2,"Davies, Master. John Morgan Jr",0,8.0,1,1,C.A. 33112,36.75,S,John,Morgan,Davies, Master
550,551,1,1,"Thayer, Mr. John Borland Jr",0,17.0,0,2,17421,110.8833,C,John,Borland,Thayer, Mr
551,552,0,2,"Sharp, Mr. Percival James R",0,27.0,0,0,244358,26.0,S,Percival,James,Sharp, Mr
552,553,0,3,"O'Brien, Mr. Timothy",0,,0,0,330979,7.8292,Q,Timothy,,O'Brien, Mr
553,554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,22.0,0,0,2620,7.225,C,Fahim,"(""Philip",Leeni, Mr
554,555,1,3,"Ohman, Miss. Velin",1,22.0,0,0,347085,7.775,S,Velin,,Ohman, Miss
555,556,0,1,"Wright, Mr. George",0,62.0,0,0,113807,26.55,S,George,,Wright, Mr
556,557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,48.0,1,0,11755,39.6,C,(Lucille,Christiana,Duff Gordon, Lady
557,558,0,1,"Robbins, Mr. Victor",0,,0,0,PC 17757,227.525,C,Victor,,Robbins, Mr
558,559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,39.0,1,1,110413,79.65,S,Emil,(Tillie,Taussig, Mrs
559,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,36.0,1,0,345572,17.4,S,Guillaume,Joseph,de Messemaeker, Mrs
560,561,0,3,"Morrow, Mr. Thomas Rowan",0,,0,0,372622,7.75,Q,Thomas,Rowan,Morrow, Mr
561,562,0,3,"Sivic, Mr. Husein",0,40.0,0,0,349251,7.8958,S,Husein,,Sivic, Mr
562,563,0,2,"Norman, Mr. Robert Douglas",0,28.0,0,0,218629,13.5,S,Robert,Douglas,Norman, Mr
563,564,0,3,"Simmons, Mr. John",0,,0,0,SOTON/OQ 392082,8.05,S,John,,Simmons, Mr
564,565,0,3,"Meanwell, Miss. (Marion Ogden)",1,,0,0,SOTON/O.Q. 392087,8.05,S,(Marion,Ogden),Meanwell, Miss
565,566,0,3,"Davies, Mr. Alfred J",0,24.0,2,0,A/4 48871,24.15,S,Alfred,J,Davies, Mr
566,567,0,3,"Stoytcheff, Mr. Ilia",0,19.0,0,0,349205,7.8958,S,Ilia,,Stoytcheff, Mr
567,568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,29.0,0,4,349909,21.075,S,Nils,(Alma,Palsson, Mrs
568,569,0,3,"Doharr, Mr. Tannous",0,,0,0,2686,7.2292,C,Tannous,,Doharr, Mr
569,570,1,3,"Jonsson, Mr. Carl",0,32.0,0,0,350417,7.8542,S,Carl,,Jonsson, Mr
570,571,1,2,"Harris, Mr. George",0,62.0,0,0,S.W./PP 752,10.5,S,George,,Harris, Mr
571,572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,53.0,2,0,11769,51.4792,S,Edward,Dale,Appleton, Mrs
572,573,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,36.0,0,0,PC 17474,26.3875,S,John,Irwin,Flynn, Mr
573,574,1,3,"Kelly, Miss. Mary",1,,0,0,14312,7.75,Q,Mary,,Kelly, Miss
574,575,0,3,"Rush, Mr. Alfred George John",0,16.0,0,0,A/4. 20589,8.05,S,Alfred,George,Rush, Mr
575,576,0,3,"Patchett, Mr. George",0,19.0,0,0,358585,14.5,S,George,,Patchett, Mr
576,577,1,2,"Garside, Miss. Ethel",1,34.0,0,0,243880,13.0,S,Ethel,,Garside, Miss
577,578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,39.0,1,0,13507,55.9,S,William,Baird,Silvey, Mrs
578,579,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,,1,0,2689,14.4583,C,Joseph,(Maria,Caram, Mrs
579,580,1,3,"Jussila, Mr. Eiriik",0,32.0,0,0,STON/O 2. 3101286,7.925,S,Eiriik,,Jussila, Mr
580,581,1,2,"Christy, Miss. Julie Rachel",1,25.0,1,1,237789,30.0,S,Julie,Rachel,Christy, Miss
581,582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,39.0,1,1,17421,110.8833,C,John,Borland,Thayer, Mrs
582,583,0,2,"Downton, Mr. William James",0,54.0,0,0,28403,26.0,S,William,James,Downton, Mr
583,584,0,1,"Ross, Mr. John Hugo",0,36.0,0,0,13049,40.125,C,John,Hugo,Ross, Mr
584,585,0,3,"Paulner, Mr. Uscher",0,,0,0,3411,8.7125,C,Uscher,,Paulner, Mr
585,586,1,1,"Taussig, Miss. Ruth",1,18.0,0,2,110413,79.65,S,Ruth,,Taussig, Miss
586,587,0,2,"Jarvis, Mr. John Denzil",0,47.0,0,0,237565,15.0,S,John,Denzil,Jarvis, Mr
587,588,1,1,"Frolicher-Stehli, Mr. Maxmillian",0,60.0,1,1,13567,79.2,C,Maxmillian,,Frolicher-Stehli, Mr
588,589,0,3,"Gilinski, Mr. Eliezer",0,22.0,0,0,14973,8.05,S,Eliezer,,Gilinski, Mr
589,590,0,3,"Murdlin, Mr. Joseph",0,,0,0,A./5. 3235,8.05,S,Joseph,,Murdlin, Mr
590,591,0,3,"Rintamaki, Mr. Matti",0,35.0,0,0,STON/O 2. 3101273,7.125,S,Matti,,Rintamaki, Mr
591,592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,52.0,1,0,36947,78.2667,C,Walter,Bertram,Stephenson, Mrs
592,593,0,3,"Elsbury, Mr. William James",0,47.0,0,0,A/5 3902,7.25,S,William,James,Elsbury, Mr
593,594,0,3,"Bourke, Miss. Mary",1,,0,2,364848,7.75,Q,Mary,,Bourke, Miss
594,595,0,2,"Chapman, Mr. John Henry",0,37.0,1,0,SC/AH 29037,26.0,S,John,Henry,Chapman, Mr
595,596,0,3,"Van Impe, Mr. Jean Baptiste",0,36.0,1,1,345773,24.15,S,Jean,Baptiste,Van Impe, Mr
596,597,1,2,"Leitch, Miss. Jessie Wills",1,,0,0,248727,33.0,S,Jessie,Wills,Leitch, Miss
597,598,0,3,"Johnson, Mr. Alfred",0,49.0,0,0,LINE,0.0,S,Alfred,,Johnson, Mr
598,599,0,3,"Boulos, Mr. Hanna",0,,0,0,2664,7.225,C,Hanna,,Boulos, Mr
599,600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,49.0,1,0,PC 17485,56.9292,C,Cosmo,Edmund,Duff Gordon, Sir
600,601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,24.0,2,1,243847,27.0,S,Sidney,Samuel,Jacobsohn, Mrs
601,602,0,3,"Slabenoff, Mr. Petco",0,,0,0,349214,7.8958,S,Petco,,Slabenoff, Mr
602,603,0,1,"Harrington, Mr. Charles H",0,,0,0,113796,42.4,S,Charles,H,Harrington, Mr
603,604,0,3,"Torber, Mr. Ernst William",0,44.0,0,0,364511,8.05,S,Ernst,William,Torber, Mr
604,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,35.0,0,0,111426,26.55,C,Harry,"(""Mr",Homer, Mr
605,606,0,3,"Lindell, Mr. Edvard Bengtsson",0,36.0,1,0,349910,15.55,S,Edvard,Bengtsson,Lindell, Mr
606,607,0,3,"Karaic, Mr. Milan",0,30.0,0,0,349246,7.8958,S,Milan,,Karaic, Mr
607,608,1,1,"Daniel, Mr. Robert Williams",0,27.0,0,0,113804,30.5,S,Robert,Williams,Daniel, Mr
608,609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,22.0,1,2,SC/Paris 2123,41.5792,C,Joseph,(Juliette,Laroche, Mrs
609,610,1,1,"Shutes, Miss. Elizabeth W",1,40.0,0,0,PC 17582,153.4625,S,Elizabeth,W,Shutes, Miss
610,611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,39.0,1,5,347082,31.275,S,Anders,Johan,Andersson, Mrs
611,612,0,3,"Jardin, Mr. Jose Neto",0,,0,0,SOTON/O.Q. 3101305,7.05,S,Jose,Neto,Jardin, Mr
612,613,1,3,"Murphy, Miss. Margaret Jane",1,,1,0,367230,15.5,Q,Margaret,Jane,Murphy, Miss
613,614,0,3,"Horgan, Mr. John",0,,0,0,370377,7.75,Q,John,,Horgan, Mr
614,615,0,3,"Brocklebank, Mr. William Alfred",0,35.0,0,0,364512,8.05,S,William,Alfred,Brocklebank, Mr
615,616,1,2,"Herman, Miss. Alice",1,24.0,1,2,220845,65.0,S,Alice,,Herman, Miss
616,617,0,3,"Danbom, Mr. Ernst Gilbert",0,34.0,1,1,347080,14.4,S,Ernst,Gilbert,Danbom, Mr
617,618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,26.0,1,0,A/5. 3336,16.1,S,William,Arthur,Lobb, Mrs
618,619,1,2,"Becker, Miss. Marion Louise",1,4.0,2,1,230136,39.0,S,Marion,Louise,Becker, Miss
619,620,0,2,"Gavey, Mr. Lawrence",0,26.0,0,0,31028,10.5,S,Lawrence,,Gavey, Mr
620,621,0,3,"Yasbeck, Mr. Antoni",0,27.0,1,0,2659,14.4542,C,Antoni,,Yasbeck, Mr
621,622,1,1,"Kimball, Mr. Edwin Nelson Jr",0,42.0,1,0,11753,52.5542,S,Edwin,Nelson,Kimball, Mr
622,623,1,3,"Nakid, Mr. Sahid",0,20.0,1,1,2653,15.7417,C,Sahid,,Nakid, Mr
623,624,0,3,"Hansen, Mr. Henry Damsgaard",0,21.0,0,0,350029,7.8542,S,Henry,Damsgaard,Hansen, Mr
624,625,0,3,"Bowen, Mr. David John ""Dai""",0,21.0,0,0,54636,16.1,S,David,John,Bowen, Mr
625,626,0,1,"Sutton, Mr. Frederick",0,61.0,0,0,36963,32.3208,S,Frederick,,Sutton, Mr
626,627,0,2,"Kirkland, Rev. Charles Leonard",0,57.0,0,0,219533,12.35,Q,Charles,Leonard,Kirkland, Rev
627,628,1,1,"Longley, Miss. Gretchen Fiske",1,21.0,0,0,13502,77.9583,S,Gretchen,Fiske,Longley, Miss
628,629,0,3,"Bostandyeff, Mr. Guentcho",0,26.0,0,0,349224,7.8958,S,Guentcho,,Bostandyeff, Mr
629,630,0,3,"O'Connell, Mr. Patrick D",0,,0,0,334912,7.7333,Q,Patrick,D,O'Connell, Mr
630,631,1,1,"Barkworth, Mr. Algernon Henry Wilson",0,80.0,0,0,27042,30.0,S,Algernon,Henry,Barkworth, Mr
631,632,0,3,"Lundahl, Mr. Johan Svensson",0,51.0,0,0,347743,7.0542,S,Johan,Svensson,Lundahl, Mr
632,633,1,1,"Stahelin-Maeglin, Dr. Max",0,32.0,0,0,13214,30.5,C,Max,,Stahelin-Maeglin, Dr
633,634,0,1,"Parr, Mr. William Henry Marsh",0,,0,0,112052,0.0,S,William,Henry,Parr, Mr
634,635,0,3,"Skoog, Miss. Mabel",1,9.0,3,2,347088,27.9,S,Mabel,,Skoog, Miss
635,636,1,2,"Davis, Miss. Mary",1,28.0,0,0,237668,13.0,S,Mary,,Davis, Miss
636,637,0,3,"Leinonen, Mr. Antti Gustaf",0,32.0,0,0,STON/O 2. 3101292,7.925,S,Antti,Gustaf,Leinonen, Mr
637,638,0,2,"Collyer, Mr. Harvey",0,31.0,1,1,C.A. 31921,26.25,S,Harvey,,Collyer, Mr
638,639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,41.0,0,5,3101295,39.6875,S,Juha,(Maria,Panula, Mrs
639,640,0,3,"Thorneycroft, Mr. Percival",0,,1,0,376564,16.1,S,Percival,,Thorneycroft, Mr
640,641,0,3,"Jensen, Mr. Hans Peder",0,20.0,0,0,350050,7.8542,S,Hans,Peder,Jensen, Mr
641,642,1,1,"Sagesser, Mlle. Emma",1,24.0,0,0,PC 17477,69.3,C,Emma,,Sagesser, Mlle
642,643,0,3,"Skoog, Miss. Margit Elizabeth",1,2.0,3,2,347088,27.9,S,Margit,Elizabeth,Skoog, Miss
643,644,1,3,"Foo, Mr. Choong",0,,0,0,1601,56.4958,S,Choong,,Foo, Mr
644,645,1,3,"Baclini, Miss. Eugenie",1,0.75,2,1,2666,19.2583,C,Eugenie,,Baclini, Miss
645,646,1,1,"Harper, Mr. Henry Sleeper",0,48.0,1,0,PC 17572,76.7292,C,Henry,Sleeper,Harper, Mr
646,647,0,3,"Cor, Mr. Liudevit",0,19.0,0,0,349231,7.8958,S,Liudevit,,Cor, Mr
647,648,1,1,"Simonius-Blumer, Col. Oberst Alfons",0,56.0,0,0,13213,35.5,C,Oberst,Alfons,Simonius-Blumer, Col
648,649,0,3,"Willey, Mr. Edward",0,,0,0,S.O./P.P. 751,7.55,S,Edward,,Willey, Mr
649,650,1,3,"Stanley, Miss. Amy Zillah Elsie",1,23.0,0,0,CA. 2314,7.55,S,Amy,Zillah,Stanley, Miss
650,651,0,3,"Mitkoff, Mr. Mito",0,,0,0,349221,7.8958,S,Mito,,Mitkoff, Mr
